date,eurostoxx50
2013-08-20,2787.98
2013-08-21,2774.58
2013-08-22,2812.32
2013-08-23,2826.05
2013-08-26,2821.45
2013-08-27,2749.27
2013-08-28,2742.61
2013-08-29,2758.31
2013-08-30,2721.37
2013-09-03,2753.35
2013-09-04,2758.29
2013-09-05,2774.2
2013-09-06,2803.42
2013-09-09,2798.31
2013-09-10,2851.4
2013-09-11,2863.44
2013-09-12,2862.07
2013-09-13,2867.11
2013-09-16,2894.64
2013-09-17,2890.95
2013-09-18,2908.92
2013-09-19,2936.2
2013-09-20,2927.19
2013-09-23,2906.35
2013-09-24,2922.93
2013-09-25,2927.35
2013-09-26,2922.99
2013-09-27,2919.34
2013-09-30,2893.15
2013-10-01,2933.02
2013-10-02,2918.31
2013-10-03,2902.12
2013-10-04,2928.31
2013-10-07,2923.04
2013-10-08,2903.35
2013-10-09,2904.73
2013-10-10,2969.41
2013-10-11,2974.28
2013-10-14,2977.69
2013-10-15,3004.56
2013-10-16,3015.4
2013-10-17,3010.39
2013-10-18,3033.31
2013-10-21,3028.65
2013-10-22,3045.77
2013-10-23,3017.16
2013-10-24,3038.96
2013-10-25,3034.5
2013-10-28,3022.04
2013-10-29,3050.64
2013-10-30,3040.69
2013-10-31,3067.95
2013-11-01,3052.14
2013-11-04,3061.18
2013-11-05,3035.92
2013-11-06,3056.4
2013-11-07,3042.98
2013-11-08,3034.91
2013-11-11,3052.83
2013-11-12,3034.68
2013-11-13,3021.17
2013-11-14,3053.69
2013-11-15,3054.53
2013-11-18,3081.3
2013-11-19,3049.17
2013-11-20,3047.32
2013-11-21,3044.34
2013-11-22,3055.98
2013-11-25,3072.75
2013-11-26,3062.62
2013-11-27,3082.65
2013-11-28,3092.42
2013-11-29,3086.64
2013-12-02,3077.23
2013-12-03,3013.88
2013-12-04,2991.76
2013-12-05,2953.17
2013-12-06,2979.94
2013-12-09,2988.67
2013-12-10,2960.86
2013-12-11,2947.31
2013-12-12,2928.12
2013-12-13,2921.92
2013-12-16,2978.77
2013-12-17,2941.76
2013-12-18,2975.09
2013-12-19,3014.7
2013-12-20,3049.35
2013-12-23,3070.91
2013-12-27,3111.37
2013-12-30,3100.93
2014-01-03,3074.43
2014-01-06,3069.16
2014-01-07,3110.96
2014-01-08,3110.66
2014-01-09,3090.26
2014-01-10,3104.15
2014-01-13,3111.94
2014-01-14,3119.53
2014-01-15,3168.76
2014-01-16,3150.2
2014-01-17,3154.1
2014-01-20,3153.17
2014-01-21,3153.08
2014-01-22,3151.27
2014-01-23,3117.08
2014-01-24,3028.2
2014-01-27,3014.62
2014-01-28,3038.6
2014-01-29,3011.45
2014-01-30,3027.3
2014-01-31,3013.96
2014-02-03,2963.96
2014-02-04,2962.49
2014-02-05,2962.51
2014-02-06,3010.79
2014-02-07,3038.49
2014-02-10,3032.53
2014-02-11,3077.08
2014-02-12,3094.89
2014-02-13,3097.95
2014-02-14,3119.06
2014-02-18,3117.44
2014-02-19,3120.8
2014-02-20,3121.59
2014-02-21,3131.67
2014-02-24,3157.31
2014-02-25,3157.48
2014-02-26,3148.19
2014-02-27,3134.94
2014-02-28,3149.23
2014-03-03,3053.99
2014-03-04,3136.33
2014-03-05,3135.97
2014-03-06,3144.53
2014-03-07,3095.31
2014-03-10,3092.79
2014-03-11,3092.55
2014-03-12,3065.46
2014-03-13,3019.54
2014-03-14,3004.64
2014-03-17,3049.19
2014-03-18,3073.75
2014-03-19,3076.36
2014-03-20,3088.9
2014-03-21,3096.49
2014-03-24,3052.91
2014-03-25,3096.64
2014-03-26,3130.17
2014-03-27,3133.75
2014-03-28,3172.43
2014-03-31,3161.6
2014-04-01,3186.34
2014-04-02,3187.45
2014-04-03,3206.76
2014-04-04,3230.33
2014-04-07,3185.97
2014-04-08,3177.66
2014-04-09,3182.79
2014-04-10,3152.86
2014-04-11,3116.54
2014-04-14,3131.57
2014-04-15,3091.52
2014-04-16,3139.26
2014-04-17,3155.81
2014-04-22,3199.69
2014-04-23,3175.97
2014-04-24,3189.81
2014-04-25,3147.4
2014-04-28,3165.84
2014-04-29,3208.68
2014-04-30,3198.39
2014-05-02,3177.89
2014-05-05,3171.29
2014-05-06,3149.79
2014-05-07,3159.67
2014-05-08,3204.3
2014-05-09,3184.09
2014-05-12,3206.97
2014-05-13,3211.78
2014-05-14,3210.42
2014-05-15,3163.22
2014-05-16,3172.72
2014-05-19,3169.9
2014-05-20,3163.93
2014-05-21,3187.08
2014-05-22,3187.63
2014-05-23,3203.28
2014-05-26,3240.39
2014-05-27,3244.28
2014-05-28,3246.24
2014-05-30,3244.6
2014-06-02,3247.8
2014-06-03,3241.04
2014-06-04,3237.93
2014-06-05,3267.05
2014-06-06,3294.28
2014-06-10,3313.8
2014-06-11,3289.09
2014-06-12,3284.28
2014-06-13,3282.84
2014-06-16,3261.42
2014-06-17,3275.33
2014-06-18,3279.2
2014-06-19,3314.8
2014-06-20,3302.36
2014-06-23,3282.58
2014-06-24,3284.81
2014-06-25,3252.31
2014-06-26,3233.19
2014-06-27,3227.85
2014-06-30,3228.24
2014-07-01,3258.71
2014-07-02,3252.25
2014-07-03,3289.75
2014-07-04,3270.47
2014-07-07,3230.92
2014-07-08,3184.38
2014-07-09,3203.1
2014-07-10,3150.59
2014-07-11,3157.05
2014-07-14,3185.86
2014-07-15,3153.75
2014-07-16,3202.94
2014-07-17,3157.82
2014-07-18,3164.21
2014-07-21,3137.06
2014-07-22,3189.22
2014-07-23,3193.13
2014-07-24,3220.07
2014-07-25,3174.99
2014-07-28,3171.55
2014-07-29,3190.54
2014-07-30,3169.23
2014-07-31,3115.51
2014-08-04,3070.46
2014-08-05,3072.2
2014-08-06,3050.37
2014-08-07,3012.88
2014-08-08,3006.83
2014-08-11,3047.56
2014-08-12,3023.77
2014-08-13,3056.17
2014-08-14,3058.16
2014-08-15,3033.52
2014-08-18,3073.45
2014-08-19,3091.11
2014-08-20,3083.5
2014-08-21,3124.56
2014-08-22,3098.5
2014-08-25,3165.47
2014-08-26,3197.54
2014-08-27,3194.45
2014-08-28,3164.44
2014-08-29,3172.63
2014-09-01,3175.05
2014-09-02,3180.29
2014-09-03,3218.84
2014-09-04,3277.25
2014-09-05,3275.25
2014-09-08,3267.54
2014-09-09,3245.43
2014-09-10,3244.16
2014-09-11,3237.76
2014-09-12,3235.07
2014-09-15,3231.7
2014-09-16,3221.73
2014-09-17,3237.44
2014-09-18,3271.37
2014-09-19,3273.25
2014-09-22,3257.48
2014-09-23,3205.93
2014-09-24,3244.01
2014-09-25,3202.31
2014-09-26,3219.58
2014-09-29,3186.95
2014-09-30,3225.93
2014-10-01,3195.08
2014-10-02,3106.42
2014-10-03,3133.37
2014-10-06,3138.67
2014-10-07,3082.1
2014-10-08,3053.31
2014-10-09,3042.45
2014-10-10,2991.5
2014-10-13,2998.32
2014-10-14,3000.99
2014-10-15,2892.55
2014-10-16,2874.65
2014-10-17,2962.24
2014-10-20,2927.3
2014-10-21,2991.46
2014-10-22,3008.53
2014-10-23,3044.3
2014-10-24,3030.37
2014-10-27,2998.84
2014-10-28,3036.15
2014-10-29,3022.42
2014-10-30,3035.9
2014-10-31,3113.32
2014-11-03,3082.32
2014-11-04,3034.24
2014-11-05,3091.54
2014-11-06,3102.07
2014-11-07,3064.92
2014-11-10,3094.6
2014-11-11,3104.59
2014-11-12,3047.3
2014-11-13,3056.8
2014-11-14,3059.99
2014-11-17,3084.79
2014-11-18,3120.42
2014-11-19,3123.12
2014-11-20,3102.21
2014-11-21,3194.22
2014-11-24,3211.7
2014-11-25,3226.15
2014-11-26,3226.08
2014-11-27,3244.92
2014-11-28,3250.93
2014-12-01,3232.91
2014-12-02,3238.35
2014-12-03,3247.72
2014-12-04,3191.25
2014-12-05,3277.38
2014-12-08,3247.99
2014-12-09,3162.77
2014-12-10,3150.95
2014-12-11,3159.11
2014-12-12,3067.32
2014-12-15,2982.9
2014-12-16,3049.99
2014-12-17,3051.99
2014-12-18,3153.77
2014-12-19,3141.28
2014-12-22,3154.91
2014-12-23,3192.47
2014-12-30,3135.95
2015-01-05,3023.14
2015-01-07,3026.79
2015-01-08,3135.08
2015-01-09,3042.9
2015-01-12,3084.18
2015-01-13,3133.86
2015-01-14,3089.67
2015-01-15,3157.36
2015-01-16,3202.24
2015-01-19,3220.9
2015-01-20,3244.92
2015-01-21,3269.73
2015-01-22,3322.65
2015-01-23,3382.55
2015-01-26,3414.28
2015-01-27,3372.58
2015-01-28,3358.96
2015-01-29,3371.83
2015-01-30,3351.44
2015-02-02,3370.11
2015-02-03,3414.18
2015-02-04,3415.53
2015-02-05,3408.96
2015-02-06,3398.16
2015-02-09,3347.75
2015-02-10,3383.13
2015-02-11,3374.14
2015-02-12,3417.61
2015-02-13,3447.59
2015-02-16,3433.3
2015-02-17,3438.44
2015-02-18,3465.8
2015-02-19,3488.08
2015-02-20,3490.53
2015-02-23,3519.58
2015-02-24,3547.1
2015-02-25,3541.78
2015-02-26,3574.94
2015-02-27,3599.0
2015-03-02,3591.09
2015-03-03,3549.11
2015-03-04,3583.44
2015-03-05,3618.21
2015-03-06,3617.62
2015-03-09,3610.28
2015-03-10,3567.25
2015-03-11,3649.54
2015-03-12,3641.32
2015-03-13,3656.21
2015-03-16,3706.75
2015-03-17,3672.16
2015-03-18,3668.52
2015-03-19,3670.73
2015-03-20,3726.07
2015-03-23,3699.04
2015-03-24,3731.35
2015-03-25,3684.04
2015-03-26,3669.79
2015-03-27,3679.03
2015-03-30,3727.8
2015-03-31,3697.38
2015-04-01,3714.89
2015-04-02,3715.27
2015-04-07,3768.72
2015-04-08,3742.63
2015-04-09,3781.79
2015-04-10,3816.76
2015-04-13,3828.78
2015-04-14,3784.53
2015-04-15,3803.55
2015-04-16,3751.72
2015-04-17,3674.05
2015-04-20,3718.04
2015-04-21,3719.38
2015-04-22,3724.49
2015-04-23,3697.88
2015-04-24,3713.96
2015-04-27,3771.45
2015-04-28,3715.42
2015-04-29,3617.11
2015-04-30,3615.59
2015-05-04,3632.94
2015-05-05,3546.56
2015-05-06,3558.03
2015-05-07,3556.21
2015-05-08,3649.48
2015-05-11,3624.41
2015-05-12,3573.1
2015-05-13,3553.42
2015-05-15,3573.07
2015-05-18,3589.22
2015-05-19,3670.52
2015-05-20,3683.48
2015-05-21,3688.72
2015-05-22,3679.14
2015-05-26,3619.3
2015-05-27,3682.87
2015-05-28,3650.71
2015-05-29,3570.78
2015-06-01,3575.04
2015-06-02,3561.89
2015-06-03,3583.82
2015-06-04,3556.38
2015-06-05,3510.01
2015-06-08,3468.31
2015-06-09,3456.79
2015-06-10,3526.48
2015-06-11,3551.91
2015-06-12,3502.77
2015-06-15,3438.07
2015-06-16,3454.09
2015-06-17,3428.76
2015-06-18,3450.45
2015-06-19,3455.8
2015-06-22,3596.07
2015-06-23,3625.97
2015-06-24,3610.95
2015-06-25,3610.91
2015-06-26,3621.37
2015-06-29,3468.9
2015-06-30,3424.3
2015-07-01,3496.28
2015-07-02,3463.25
2015-07-03,3441.76
2015-07-06,3365.2
2015-07-07,3294.19
2015-07-08,3327.5
2015-07-09,3420.03
2015-07-10,3528.81
2015-07-13,3590.43
2015-07-14,3607.19
2015-07-15,3623.87
2015-07-16,3676.41
2015-07-17,3670.34
2015-07-20,3686.58
2015-07-21,3647.96
2015-07-22,3635.58
2015-07-23,3634.64
2015-07-24,3600.0
2015-07-27,3513.1
2015-07-28,3554.11
2015-07-29,3575.53
2015-07-30,3583.79
2015-07-31,3600.69
2015-08-03,3635.4
2015-08-04,3619.31
2015-08-05,3676.75
2015-08-06,3668.47
2015-08-07,3637.8
2015-08-10,3674.94
2015-08-11,3605.28
2015-08-12,3484.41
2015-08-13,3516.15
2015-08-14,3491.03
2015-08-17,3497.9
2015-08-18,3495.38
2015-08-19,3429.84
2015-08-20,3353.48
2015-08-21,3247.26
2015-08-24,3073.39
2015-08-25,3218.01
2015-08-26,3170.73
2015-08-27,3280.78
2015-08-28,3286.59
2015-08-31,3269.63
2015-09-01,3188.73
2015-09-02,3198.86
2015-09-03,3270.09
2015-09-04,3180.25
2015-09-07,3197.97
2015-09-08,3233.84
2015-09-09,3269.98
2015-09-10,3221.14
2015-09-11,3187.94
2015-09-14,3175.62
2015-09-15,3207.6
2015-09-16,3251.79
2015-09-17,3255.79
2015-09-18,3157.3
2015-09-21,3184.72
2015-09-22,3076.05
2015-09-23,3079.99
2015-09-24,3019.34
2015-09-25,3113.16
2015-09-28,3039.44
2015-09-29,3029.86
2015-09-30,3100.67
2015-10-01,3069.05
2015-10-02,3088.18
2015-10-05,3190.39
2015-10-06,3220.09
2015-10-07,3226.4
2015-10-08,3224.96
2015-10-09,3250.31
2015-10-12,3247.33
2015-10-13,3221.28
2015-10-14,3191.57
2015-10-15,3238.81
2015-10-16,3264.93
2015-10-19,3272.04
2015-10-20,3255.72
2015-10-21,3272.23
2015-10-22,3353.11
2015-10-23,3425.81
2015-10-26,3414.6
2015-10-27,3381.01
2015-10-28,3421.09
2015-10-29,3413.39
2015-10-30,3418.23
2015-11-02,3434.5
2015-11-03,3442.68
2015-11-04,3439.16
2015-11-05,3447.49
2015-11-06,3468.21
2015-11-09,3418.36
2015-11-10,3425.4
2015-11-11,3448.42
2015-11-12,3387.7
2015-11-13,3360.65
2015-11-16,3362.23
2015-11-17,3451.94
2015-11-18,3431.92
2015-11-19,3448.93
2015-11-20,3452.45
2015-11-23,3445.26
2015-11-24,3409.6
2015-11-25,3462.06
2015-11-26,3498.62
2015-11-27,3488.99
2015-11-30,3506.45
2015-12-01,3479.64
2015-12-02,3468.66
2015-12-03,3343.34
2015-12-04,3330.75
2015-12-07,3360.21
2015-12-08,3297.46
2015-12-09,3277.21
2015-12-10,3269.97
2015-12-11,3203.21
2015-12-14,3139.24
2015-12-15,3241.51
2015-12-16,3246.78
2015-12-17,3306.47
2015-12-18,3260.72
2015-12-21,3213.01
2015-12-22,3214.32
2015-12-23,3286.68
2015-12-28,3256.49
2015-12-29,3314.28
2015-12-30,3287.98
2016-01-04,3164.76
2016-01-05,3178.01
2016-01-06,3139.32
2016-01-07,3084.68
2016-01-08,3033.47
2016-01-11,3027.49
2016-01-12,3064.66
2016-01-13,3073.02
2016-01-14,3024.0
2016-01-15,2952.48
2016-01-18,2935.39
2016-01-19,2980.49
2016-01-20,2882.59
2016-01-21,2943.92
2016-01-22,3023.21
2016-01-25,3001.78
2016-01-26,3032.84
2016-01-27,3043.47
2016-01-28,2979.42
2016-01-29,3045.09
2016-02-01,3021.01
2016-02-02,2951.85
2016-02-03,2896.63
2016-02-04,2905.3
2016-02-05,2879.39
2016-02-08,2785.17
2016-02-09,2736.5
2016-02-10,2789.05
2016-02-11,2680.35
2016-02-12,2756.16
2016-02-15,2833.87
2016-02-16,2821.26
2016-02-17,2897.72
2016-02-18,2895.15
2016-02-19,2871.05
2016-02-22,2933.91
2016-02-23,2887.38
2016-02-24,2820.24
2016-02-25,2877.42
2016-02-26,2929.16
2016-02-29,2945.75
2016-03-01,2996.39
2016-03-02,3022.14
2016-03-03,3012.87
2016-03-04,3037.35
2016-03-07,3021.09
2016-03-08,3002.01
2016-03-09,3016.18
2016-03-10,2970.78
2016-03-11,3073.8
2016-03-14,3091.98
2016-03-15,3067.21
2016-03-16,3062.05
2016-03-17,3043.1
2016-03-18,3059.77
2016-03-21,3048.77
2016-03-22,3051.23
2016-03-23,3042.42
2016-03-24,2986.73
2016-03-29,3004.87
2016-03-30,3044.1
2016-03-31,3004.93
2016-04-01,2953.28
2016-04-04,2962.28
2016-04-05,2890.35
2016-04-06,2909.36
2016-04-07,2871.57
2016-04-08,2911.98
2016-04-11,2924.23
2016-04-12,2942.09
2016-04-13,3039.19
2016-04-14,3060.86
2016-04-15,3054.34
2016-04-18,3064.03
2016-04-19,3112.99
2016-04-20,3142.52
2016-04-21,3151.69
2016-04-22,3141.12
2016-04-25,3117.62
2016-04-26,3121.29
2016-04-27,3130.43
2016-04-28,3125.43
2016-04-29,3028.21
2016-05-02,3032.6
2016-05-03,2974.2
2016-05-04,2938.75
2016-05-06,2936.84
2016-05-09,2955.83
2016-05-10,2978.97
2016-05-11,2956.71
2016-05-12,2935.46
2016-05-13,2956.63
2016-05-17,2938.09
2016-05-18,2956.43
2016-05-19,2919.22
2016-05-20,2962.16
2016-05-23,2932.93
2016-05-24,3010.12
2016-05-25,3061.6
2016-05-26,3071.21
2016-05-27,3078.48
2016-05-30,3090.01
2016-05-31,3063.48
2016-06-01,3038.77
2016-06-02,3033.86
2016-06-03,2997.55
2016-06-06,3001.9
2016-06-07,3040.69
2016-06-08,3019.76
2016-06-09,2989.03
2016-06-10,2911.11
2016-06-13,2853.52
2016-06-14,2797.18
2016-06-15,2830.3
2016-06-16,2819.3
2016-06-17,2849.17
2016-06-20,2942.88
2016-06-21,2967.34
2016-06-22,2978.31
2016-06-23,3037.86
2016-06-24,2776.09
2016-06-27,2697.44
2016-06-28,2758.67
2016-06-29,2832.18
2016-06-30,2864.74
2016-07-01,2883.06
2016-07-04,2862.21
2016-07-05,2812.88
2016-07-06,2761.37
2016-07-07,2780.1
2016-07-08,2838.01
2016-07-11,2885.32
2016-07-12,2933.44
2016-07-13,2926.14
2016-07-14,2963.07
2016-07-15,2958.65
2016-07-18,2949.17
2016-07-19,2931.1
2016-07-20,2966.95
2016-07-21,2968.49
2016-07-22,2972.23
2016-07-25,2973.22
2016-07-26,2978.9
2016-07-27,2999.48
2016-07-28,2966.1
2016-07-29,2990.76
2016-08-02,2906.98
2016-08-03,2911.06
2016-08-04,2932.34
2016-08-05,2973.71
2016-08-08,2982.92
2016-08-09,3029.18
2016-08-10,3018.46
2016-08-11,3049.03
2016-08-12,3044.94
2016-08-15,3046.65
2016-08-16,3016.19
2016-08-17,2980.54
2016-08-18,2995.3
2016-08-19,2968.2
2016-08-22,2960.37
2016-08-23,2993.73
2016-08-24,3008.59
2016-08-25,2987.69
2016-08-26,3010.36
2016-08-29,2998.5
2016-08-30,3030.75
2016-08-31,3023.13
2016-09-01,3017.49
2016-09-02,3079.74
2016-09-05,3077.66
2016-09-06,3070.16
2016-09-07,3091.66
2016-09-08,3083.54
2016-09-09,3053.2
2016-09-12,3012.88
2016-09-13,2974.8
2016-09-14,2964.9
2016-09-15,2973.77
2016-09-16,2935.25
2016-09-19,2968.31
2016-09-20,2964.86
2016-09-21,2982.18
2016-09-22,3051.69
2016-09-23,3032.31
2016-09-26,2975.88
2016-09-27,2970.84
2016-09-28,2991.11
2016-09-29,2991.58
2016-09-30,3002.24
2016-10-03,2998.5
2016-10-04,3029.5
2016-10-05,3026.28
2016-10-06,3021.58
2016-10-07,3000.57
2016-10-10,3035.76
2016-10-11,3020.69
2016-10-12,3008.03
2016-10-13,2975.04
2016-10-14,3025.19
2016-10-17,3008.72
2016-10-18,3046.99
2016-10-19,3055.94
2016-10-20,3076.63
2016-10-21,3077.65
2016-10-24,3093.86
2016-10-25,3087.41
2016-10-26,3080.98
2016-10-27,3085.17
2016-10-28,3079.24
2016-10-31,3055.25
2016-11-01,3023.15
2016-11-02,2980.17
2016-11-03,2973.49
2016-11-04,2954.53
2016-11-07,3009.28
2016-11-08,3023.43
2016-11-09,3056.29
2016-11-10,3046.59
2016-11-11,3030.02
2016-11-14,3039.8
2016-11-15,3049.72
2016-11-16,3026.36
2016-11-17,3041.79
2016-11-18,3020.83
2016-11-21,3032.97
2016-11-22,3044.33
2016-11-23,3032.14
2016-11-24,3040.6
2016-11-25,3048.38
2016-11-28,3016.8
2016-11-29,3038.42
2016-11-30,3051.61
2016-12-01,3030.98
2016-12-02,3015.13
2016-12-05,3052.75
2016-12-06,3100.76
2016-12-07,3142.24
2016-12-08,3185.79
2016-12-09,3197.54
2016-12-12,3199.11
2016-12-13,3236.71
2016-12-14,3211.71
2016-12-15,3249.74
2016-12-16,3259.24
2016-12-19,3257.85
2016-12-20,3279.41
2016-12-21,3270.75
2016-12-22,3269.51
2016-12-23,3273.97
2016-12-27,3278.53
2016-12-28,3278.72
2016-12-29,3271.76
2016-12-30,3290.52
2017-01-03,3315.02
2017-01-04,3317.52
2017-01-05,3316.47
2017-01-06,3321.17
2017-01-09,3308.97
2017-01-10,3306.21
2017-01-11,3307.94
2017-01-12,3286.7
2017-01-13,3324.34
2017-01-16,3294.53
2017-01-17,3285.04
2017-01-18,3294.0
2017-01-19,3290.33
2017-01-20,3299.44
2017-01-23,3273.04
2017-01-24,3281.53
2017-01-25,3326.15
2017-01-26,3319.13
2017-01-27,3303.33
2017-01-30,3262.72
2017-01-31,3230.68
2017-02-01,3258.92
2017-02-02,3253.61
2017-02-03,3273.11
2017-02-06,3238.31
2017-02-07,3235.71
2017-02-08,3238.04
2017-02-09,3277.79
2017-02-10,3270.83
2017-02-13,3305.23
2017-02-14,3308.89
2017-02-15,3323.71
2017-02-16,3311.04
2017-02-17,3308.81
2017-02-20,3312.39
2017-02-21,3339.33
2017-02-22,3339.27
2017-02-23,3333.96
2017-02-24,3304.09
2017-02-27,3309.3
2017-02-28,3319.61
2017-03-01,3390.2
2017-03-02,3384.71
2017-03-03,3403.39
2017-03-06,3387.46
2017-03-07,3385.12
2017-03-08,3389.62
2017-03-09,3409.89
2017-03-10,3416.27
2017-03-13,3415.49
2017-03-14,3399.43
2017-03-15,3409.32
2017-03-16,3439.96
2017-03-17,3448.41
2017-03-20,3437.48
2017-03-21,3429.62
2017-03-22,3420.7
2017-03-23,3452.18
2017-03-24,3444.15
2017-03-27,3437.14
2017-03-28,3465.07
2017-03-29,3475.27
2017-03-30,3481.58
2017-03-31,3500.93
2017-04-03,3472.94
2017-04-04,3481.66
2017-04-05,3472.58
2017-04-06,3489.57
2017-04-07,3495.8
2017-04-10,3480.44
2017-04-11,3470.04
2017-04-12,3468.51
2017-04-13,3448.26
2017-04-18,3409.78
2017-04-19,3420.99
2017-04-20,3440.03
2017-04-21,3440.27
2017-04-24,3577.38
2017-04-25,3583.16
2017-04-26,3578.71
2017-04-27,3563.29
2017-04-28,3559.59
2017-05-02,3578.21
2017-05-03,3586.25
2017-05-04,3627.88
2017-05-05,3658.79
2017-05-08,3642.11
2017-05-09,3649.08
2017-05-10,3645.74
2017-05-11,3623.55
2017-05-12,3637.52
2017-05-15,3641.88
2017-05-16,3641.89
2017-05-17,3584.83
2017-05-18,3562.22
2017-05-19,3587.01
2017-05-22,3576.53
2017-05-23,3595.03
2017-05-24,3586.62
2017-05-26,3579.02
2017-05-29,3578.95
2017-05-30,3561.22
2017-05-31,3554.59
2017-06-01,3567.02
2017-06-02,3591.82
2017-06-06,3554.18
2017-06-07,3548.84
2017-06-08,3563.88
2017-06-09,3586.07
2017-06-12,3543.95
2017-06-13,3557.87
2017-06-14,3547.15
2017-06-15,3525.46
2017-06-16,3543.88
2017-06-19,3579.58
2017-06-20,3560.66
2017-06-21,3554.35
2017-06-22,3555.76
2017-06-23,3543.68
2017-06-26,3561.76
2017-06-27,3538.32
2017-06-28,3535.7
2017-06-29,3471.33
2017-06-30,3441.88
2017-07-03,3491.81
2017-07-04,3479.47
2017-07-05,3478.41
2017-07-06,3462.06
2017-07-07,3463.84
2017-07-10,3478.06
2017-07-11,3464.48
2017-07-12,3515.23
2017-07-13,3527.83
2017-07-14,3525.94
2017-07-17,3516.35
2017-07-18,3478.68
2017-07-19,3500.28
2017-07-20,3499.49
2017-07-21,3451.71
2017-07-24,3453.17
2017-07-25,3473.54
2017-07-26,3491.19
2017-07-27,3493.14
2017-07-28,3467.73
2017-07-31,3449.36
2017-08-02,3459.32
2017-08-03,3466.37
2017-08-04,3507.41
2017-08-07,3505.8
2017-08-08,3515.63
2017-08-09,3468.45
2017-08-10,3433.54
2017-08-11,3406.34
2017-08-14,3450.66
2017-08-15,3461.91
2017-08-16,3484.57
2017-08-17,3461.97
2017-08-18,3446.03
2017-08-21,3423.53
2017-08-22,3455.59
2017-08-23,3438.63
2017-08-24,3444.73
2017-08-25,3438.55
2017-08-28,3421.03
2017-08-29,3388.22
2017-08-30,3403.71
2017-08-31,3421.47
2017-09-01,3443.88
2017-09-04,3430.42
2017-09-05,3420.86
2017-09-06,3433.8
2017-09-07,3447.66
2017-09-08,3447.69
2017-09-11,3495.19
2017-09-12,3512.56
2017-09-13,3523.14
2017-09-14,3526.48
2017-09-15,3515.55
2017-09-18,3526.74
2017-09-19,3531.18
2017-09-20,3525.55
2017-09-21,3539.59
2017-09-22,3541.42
2017-09-25,3537.81
2017-09-26,3536.38
2017-09-27,3555.17
2017-09-28,3563.64
2017-09-29,3594.85
2017-10-02,3602.69
2017-10-03,3605.73
2017-10-04,3594.91
2017-10-05,3613.54
2017-10-06,3603.32
2017-10-09,3610.5
2017-10-10,3598.79
2017-10-11,3607.39
2017-10-12,3605.54
2017-10-13,3604.55
2017-10-16,3606.27
2017-10-17,3607.77
2017-10-18,3619.65
2017-10-19,3602.08
2017-10-20,3605.09
2017-10-23,3608.87
2017-10-24,3610.69
2017-10-25,3591.46
2017-10-26,3637.2
2017-10-27,3652.23
2017-10-30,3662.18
2017-10-31,3673.95
2017-11-01,3697.4
2017-11-02,3688.8
2017-11-03,3689.96
2017-11-06,3682.36
2017-11-07,3658.77
2017-11-08,3655.04
2017-11-09,3612.5
2017-11-10,3593.76
2017-11-13,3574.52
2017-11-14,3556.38
2017-11-15,3545.72
2017-11-16,3564.8
2017-11-17,3547.46
2017-11-20,3561.41
2017-11-21,3579.32
2017-11-22,3562.65
2017-11-23,3572.07
2017-11-24,3581.23
2017-11-27,3564.02
2017-11-28,3583.49
2017-11-29,3589.91
2017-11-30,3569.93
2017-12-01,3527.55
2017-12-04,3576.22
2017-12-05,3570.57
2017-12-06,3561.57
2017-12-07,3573.13
2017-12-08,3591.45
2017-12-11,3582.21
2017-12-12,3600.35
2017-12-13,3581.75
2017-12-14,3556.22
2017-12-15,3560.53
2017-12-18,3609.42
2017-12-19,3582.22
2017-12-20,3552.65
2017-12-21,3570.78
2017-12-22,3553.39
2017-12-27,3550.17
2017-12-28,3524.31
2017-12-29,3503.96
2018-01-03,3509.88
2018-01-04,3568.88
2018-01-05,3607.63
2018-01-08,3616.45
2018-01-09,3622.87
2018-01-10,3609.83
2018-01-11,3595.24
2018-01-12,3612.61
2018-01-15,3611.81
2018-01-16,3622.01
2018-01-17,3612.78
2018-01-18,3620.91
2018-01-19,3649.07
2018-01-22,3665.28
2018-01-23,3672.29
2018-01-24,3643.22
2018-01-25,3630.15
2018-01-26,3647.41
2018-01-29,3643.04
2018-01-30,3606.75
2018-01-31,3609.29
2018-02-01,3577.35
2018-02-02,3523.28
2018-02-05,3478.77
2018-02-06,3394.92
2018-02-07,3454.52
2018-02-08,3377.3
2018-02-09,3325.99
2018-02-12,3368.25
2018-02-13,3340.93
2018-02-14,3369.83
2018-02-15,3389.63
2018-02-16,3426.8
2018-02-19,3407.79
2018-02-20,3435.08
2018-02-21,3430.16
2018-02-22,3431.99
2018-02-23,3441.46
2018-02-26,3463.18
2018-02-27,3458.03
2018-02-28,3438.96
2018-03-01,3399.16
2018-03-02,3324.75
2018-03-05,3355.32
2018-03-06,3357.86
2018-03-07,3377.36
2018-03-08,3413.28
2018-03-09,3420.54
2018-03-12,3429.48
2018-03-13,3397.35
2018-03-14,3390.98
2018-03-15,3414.13
2018-03-16,3437.4
2018-03-19,3394.79
2018-03-20,3412.08
2018-03-21,3401.04
2018-03-22,3348.19
2018-03-23,3298.07
2018-03-26,3278.72
2018-03-27,3316.95
2018-03-28,3331.25
2018-03-29,3361.5
2018-04-03,3346.93
2018-04-04,3340.35
2018-04-05,3429.95
2018-04-06,3408.1
2018-04-09,3414.85
2018-04-10,3438.78
2018-04-11,3419.71
2018-04-12,3443.97
2018-04-13,3448.0
2018-04-16,3441.04
